User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product Category,Orders,Amount,Status,unnamed1
1004401,Krutika,P00202242,F,18-25,22,0,Karnataka,Southern,Aviation,Food,4,11409,,
1002083,Mohan,P00216342,F,18-25,22,0,Karnataka,Southern,Chemical,Food,2,11378,,
1004969,Waldorf,P00174842,F,18-25,25,0,Karnataka,Southern,Aviation,Sports Products,4,10606,,
1005506,Thurman,P00330342,M,18-25,24,1,Kerala,Southern,IT Sector,Electronics & Gadgets,3,10047,,
1001092,Elias,P00134042,M,18-25,25,1,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,2,9901,,
1005949,Turnell,P00293142,F,18-25,18,0,Kerala,Southern,IT Sector,Electronics & Gadgets,4,9895,,
1001414,Luke,P00147742,F,18-25,18,0,Kerala,Southern,IT Sector,Electronics & Gadgets,4,9729,,
1002644,Tony,P00116842,F,18-25,23,0,Kerala,Southern,Healthcare,Electronics & Gadgets,3,9703,,
1002885,Pölking,P00343042,M,18-25,22,1,Karnataka,Southern,Banking,Clothing & Apparel,2,8861,,
1005750,Sundaresam,P00112342,F,18-25,21,1,Karnataka,Southern,Media,Clothing & Apparel,1,8829,,
1002873,Donatelli,P00087242,M,18-25,22,1,Karnataka,Southern,Aviation,Clothing & Apparel,2,8658,,
1006008,Hawley,P00010742,F,18-25,25,0,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,2,8591,,
1001561,Greene,P00159442,M,18-25,25,0,Andhra Pradesh,Southern,Govt,Furniture,4,8420,,
1001626,Dianna,P00028842,F,18-25,24,0,Karnataka,Southern,Healthcare,Sports Products,4,8172,,
1000101,Federle,P00241642,M,18-25,21,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,1,8133,,
1002985,Wiediger,P00275142,F,18-25,19,1,Kerala,Southern,Food Processing,Electronics & Gadgets,4,8008,,
1000018,Cazamias,P00342742,M,18-25,24,1,Karnataka,Southern,Healthcare,Furniture,4,7979,,
1001232,Melanie,P00085642,M,18-25,19,1,Karnataka,Southern,Hospitality,Electronics & Gadgets,2,7973,,
1000249,Tonja,P00237242,M,18-25,23,0,Kerala,Southern,Healthcare,Sports Products,2,7947,,
1005578,Uudhav,P00115142,M,18-25,20,1,Karnataka,Southern,Healthcare,Electronics & Gadgets,2,7911,,
1000431,Freymann,P00242742,F,18-25,20,0,Kerala,Southern,Automobile,Electronics & Gadgets,1,7905,,
1000500,Matthias,P00003642,M,18-25,21,1,Telangana,Southern,IT Sector,Electronics & Gadgets,1,7860,,
1000268,Roy,P00148542,M,18-25,23,0,Karnataka,Southern,Banking,Electronics & Gadgets,4,7819,,
1000138,Freymann,P00355142,F,18-25,23,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,7815,,
1002486,Marina,P00296042,F,18-25,19,0,Karnataka,Southern,IT Sector,Electronics & Gadgets,2,7795,,
1004144,Edward,P00275842,F,18-25,18,1,Karnataka,Southern,Chemical,Food,4,7762,,
1002636,Manshul,P00330442,F,18-25,24,0,Karnataka,Southern,Hospitality,Food,4,7720,,
1001027,Shyam,P00113242,F,18-25,18,1,Karnataka,Southern,Agriculture,Food,1,7653,,
1004635,Tamara,P00286742,F,18-25,19,1,Karnataka,Southern,Healthcare,Clothing & Apparel,2,7174,,
1002595,Chung,P00352242,F,18-25,20,1,Karnataka,Southern,Healthcare,Clothing & Apparel,3,7154,,
1003417,Tracy,P00108842,M,18-25,20,0,Kerala,Southern,IT Sector,Clothing & Apparel,3,7099,,
1001313,Granlund,P00127242,F,18-25,19,0,Andhra Pradesh,Southern,Banking,Clothing & Apparel,3,7011,,
1000162,Thompson,P00172842,M,18-25,21,1,Kerala,Southern,Agriculture,Clothing & Apparel,1,6910,,
1005225,Gastineau,P00072942,F,18-25,21,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,6176,,
1005397,Kargatis,P00121642,F,18-25,23,0,Andhra Pradesh,Southern,Healthcare,Beauty,3,6142,,
1001094,Gainer,P00111142,M,18-25,19,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,6020,,
1000496,Hudgings,P00046742,F,18-25,21,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,2,5934,,
1000342,Tillman,P00003242,F,18-25,22,1,Kerala,Southern,Chemical,Electronics & Gadgets,3,5934,,
1001842,Ducich,P00119742,F,18-25,20,1,Andhra Pradesh,Southern,Aviation,Beauty,4,5898,,
1005167,Ward,P00114342,F,18-25,25,0,Kerala,Southern,Media,Clothing & Apparel,3,5451,,
1002886,Gainer,P00165642,F,18-25,25,0,Kerala,Southern,IT Sector,Clothing & Apparel,4,5436,,
1005913,Bickford,P00159442,M,18-25,18,1,Kerala,Southern,Retail,Clothing & Apparel,2,5423,,
1004391,Glocke,P00302742,M,18-25,24,1,Andhra Pradesh,Southern,Govt,Clothing & Apparel,3,5419,,
1001196,Caffey,P00111142,M,18-25,21,1,Karnataka,Southern,Food Processing,Clothing & Apparel,3,5373,,
1000817,Tracy,P00235342,F,18-25,18,1,Karnataka,Southern,Construction,Clothing & Apparel,4,5342,,
1000747,Watters,P00112142,F,18-25,21,1,Kerala,Southern,Lawyer,Clothing & Apparel,1,5295,,
1003756,Harsh,P00149642,F,18-25,18,0,Karnataka,Southern,Aviation,Food,2,4487,,
1001844,Witt,P00148642,M,18-25,19,1,Karnataka,Southern,Healthcare,Food,3,4436,,
1003806,Foulston,P00245442,F,18-25,21,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,4075,,
1000676,Blacks,P00112442,F,18-25,20,0,Karnataka,Southern,Healthcare,Food,1,3965,,
1002327,Aishwarya,P00129342,F,18-25,18,1,Karnataka,Southern,IT Sector,Food,1,3923,,
1005084,Harton,P00057242,F,18-25,21,0,Karnataka,Southern,Lawyer,Household items,1,3872,,
1004104,Heather,P00116842,F,18-25,25,1,Karnataka,Southern,IT Sector,Household items,3,3869,,
1004359,Weirich,P00249542,F,18-25,24,0,Kerala,Southern,Healthcare,Clothing & Apparel,4,3602,,
1000419,Shubhi,P00086342,F,18-25,24,0,Karnataka,Southern,Textile,Games & Toys,4,3509,,
1005956,Hirasaki,P00035342,M,18-25,20,0,Andhra Pradesh,Southern,IT Sector,Household items,2,3071,,
1000260,Nicole,P00321342,F,18-25,23,0,Karnataka,Southern,Automobile,Household items,1,3019,,
1003506,Denise,P00150342,F,18-25,23,0,Karnataka,Southern,Textile,Household items,1,2394,,
1005030,Theone,P00250342,F,18-25,22,1,Kerala,Southern,IT Sector,Household items,3,2312,,
1003104,Suzanne,P00085242,F,18-25,18,0,Karnataka,Southern,Healthcare,Clothing & Apparel,2,1879,,
1005158,Waldorf,P00051642,M,18-25,18,1,Kerala,Southern,IT Sector,Office,2,761,,
1000814,Hwang,P00144042,M,18-25,19,0,Andhra Pradesh,Southern,Construction,Pet Care,4,739,,
1004337,Dawkins,P00120342,F,18-25,20,0,Maharashtra,Western,Media,Food,4,19483,,
1002257,Collister,P00117442,M,18-25,22,0,Maharashtra,Western,Chemical,Food,2,19325,,
1000186,Beth,P00249542,F,18-25,23,1,Maharashtra,Western,Healthcare,Food,4,15803,,
1003801,Kendrick,P00130642,F,18-25,24,1,Maharashtra,Western,Govt,Food,4,15768,,
1003145,Ballentine,P00119842,F,18-25,22,0,Maharashtra,Western,Hospitality,Food,4,15657,,
1005042,Glotzbach,P00178242,M,18-25,24,0,Maharashtra,Western,Banking,Food,1,15574,,
1003206,Dan,P00051642,F,18-25,18,0,Maharashtra,Western,Healthcare,Food,4,15567,,
1002948,Lee,P00310142,F,18-25,21,0,Gujarat,Western,Agriculture,Food,2,15361,,
1002960,Kimmel,P00120242,F,18-25,19,1,Maharashtra,Western,Govt,Food,2,15348,,
1003062,Currie,P00250242,F,18-25,22,0,Maharashtra,Western,Lawyer,Food,3,15204,,
1001550,Andrew,P00132042,F,18-25,24,0,Maharashtra,Western,Retail,Sports Products,2,13618,,
1004441,Hunter,P00100742,F,18-25,22,0,Maharashtra,Western,Media,Games & Toys,1,13263,,
1000540,Badders,P00115642,F,18-25,18,0,Maharashtra,Western,Govt,Food,3,11865,,
1001153,Baptist,P00249742,F,18-25,23,0,Maharashtra,Western,Hospitality,Food,4,11606,,
1002014,Ben,P00110942,F,18-25,24,0,Maharashtra,Western,Banking,Food,4,11535,,
1003054,Kampe,P00116242,M,18-25,19,0,Gujarat,Western,Media,Food,2,11490,,
1005269,Frank,P00172742,F,18-25,22,1,Gujarat,Western,Agriculture,Food,1,11377,,
1005213,Julia,P00280442,F,18-25,20,0,Gujarat,Western,Aviation,Sports Products,2,10898,,
1005877,Joy,P00252042,F,18-25,23,0,Gujarat,Western,Govt,Sports Products,2,10890,,
1004859,Braunhardt,P00317442,M,18-25,22,0,Maharashtra,Western,Hospitality,Sports Products,1,10868,,
1001438,Masurkar,P00267542,F,18-25,24,0,Maharashtra,Western,Aviation,Electronics & Gadgets,1,10039,,
1003510,Connell,P00021742,M,18-25,21,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,2,9886,,
1004516,Jenna,P00195242,F,18-25,21,0,Gujarat,Western,Aviation,Electronics & Gadgets,4,9846,,
1002326,Cassandra,P00251042,F,18-25,22,0,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,9802,,
1004371,Conant,P00303842,M,18-25,23,0,Maharashtra,Western,Aviation,Clothing & Apparel,1,8768,,
1001754,Kelty,P00242742,F,18-25,22,0,Gujarat,Western,Chemical,Clothing & Apparel,3,8681,,
1005357,Laurel,P00057642,M,18-25,22,0,Gujarat,Western,Textile,Electronics & Gadgets,4,8129,,
1002097,Saptadeep,P00187342,F,18-25,25,0,Maharashtra,Western,Hospitality,Electronics & Gadgets,1,8040,,
1001254,Eichhorn,P00110942,M,18-25,20,0,Maharashtra,Western,Textile,Electronics & Gadgets,3,7945,,
1001731,Kristina,P00024142,M,18-25,23,0,Gujarat,Western,Automobile,Electronics & Gadgets,4,7793,,
1000034,Brenda,P00033042,M,18-25,22,1,Maharashtra,Western,Banking,Food,4,7651,,
1000701,Akshata,P00028842,M,18-25,25,0,Maharashtra,Western,Media,Clothing & Apparel,1,7192,,
1002621,Joel,P00133442,F,18-25,23,0,Gujarat,Western,Govt,Clothing & Apparel,2,7062,,
1004699,Helen,P00163242,M,18-25,23,0,Maharashtra,Western,Healthcare,Clothing & Apparel,4,6962,,
1003148,Kendrick,P00331942,F,18-25,25,1,Gujarat,Western,Govt,Clothing & Apparel,1,5463,,
1001160,Dinesh,P00355142,F,18-25,24,0,Maharashtra,Western,Construction,Clothing & Apparel,1,5350,,
1005646,Gene,P00251942,F,18-25,25,1,Maharashtra,Western,Aviation,Clothing & Apparel,3,5345,,
1003112,Sajal,P00322942,F,18-25,20,0,Maharashtra,Western,Aviation,Clothing & Apparel,3,5286,,
1000608,Brumfield,P00288542,F,18-25,21,1,Maharashtra,Western,Hospitality,Hand & Power Tools,4,4250,,
1003043,Knudson,P00351042,F,18-25,25,1,Gujarat,Western,Banking,Electronics & Gadgets,3,4224,,
1005094,Emerson,P00182142,F,18-25,20,0,Maharashtra,Western,Food Processing,Household items,1,3890,,
1005380,Tejas,P00006542,F,18-25,18,1,Maharashtra,Western,Hospitality,Clothing & Apparel,1,3677,,
1001113,Dunbar,P00118342,F,18-25,22,0,Gujarat,Western,Aviation,Games & Toys,3,3228,,
1001831,Blume,P00028842,F,18-25,22,1,Maharashtra,Western,Lawyer,Household items,4,3147,,
1002081,Bowman,P00310042,F,18-25,18,1,Maharashtra,Western,Food Processing,Household items,3,3021,,
1002974,Emily,P00250642,F,18-25,25,0,Maharashtra,Western,Construction,Household items,4,3000,,
1004592,Bierner,P00280742,M,18-25,20,0,Maharashtra,Western,Healthcare,Pet Care,3,2165,,
1001498,Preksha,P00345642,F,18-25,21,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,2,2007,,
1005647,Ken,P00201442,F,18-25,22,0,Gujarat,Western,Construction,Clothing & Apparel,1,1923,,
1001542,Buch,P00113642,F,18-25,20,1,Maharashtra,Western,Aviation,Office,4,574,,
1001990,Bindu,P00118542,F,26-35,35,1,Uttar Pradesh,central,Automobile,Auto,3,23924,,
1003224,Kushal,P00205642,M,26-35,35,0,Uttar Pradesh,Central,Govt,Auto,2,23809,,
1003829,Harshita,P00200842,M,26-35,34,0,Delhi,Central,Banking,Auto,1,23770,,
1003267,Trupti,P00144242,M,26-35,30,1,Uttar Pradesh,Central,Banking,Hand & Power Tools,2,23246,,
1002966,Jessalyn,P00121642,M,26-35,32,1,Delhi,Central,Construction,Auto,3,23103,,
1001804,Ishita,P00000642,F,26-35,35,0,Delhi,Central,Lawyer,Stationery,1,21533,,
1001389,Smriti,P00261542,F,26-35,33,1,Delhi,Central,Agriculture,Stationery,3,21463,,
1003916,Surabhi,P00003242,M,26-35,34,1,Delhi,Central,Agriculture,Stationery,4,21388,,
1004728,Larry,P00037042,F,26-35,28,0,Delhi,Central,IT Sector,Stationery,4,21293,,
1003022,Rozendal,P00130742,F,26-35,34,0,Delhi,Central,Banking,Stationery,4,21218,,
1000179,Debra,P00261642,F,26-35,30,0,Delhi,Central,Aviation,Stationery,4,21152,,
1004607,Turumella,P00173342,M,26-35,35,0,Delhi,Central,Govt,Stationery,4,20981,,
1006040,Pond,P00271242,F,26-35,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20960,,
1001496,Haushalter,P00067942,F,26-35,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1,20955,,
1004715,Snel,P00217442,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20950,,
1005627,Anubhaw,P00123142,M,26-35,28,0,Delhi,Central,IT Sector,Stationery,1,20943,,
1002165,Black,P00260442,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20938,,
1004957,Inderpreet,P00163442,F,26-35,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1,20914,,
1003265,Arti,P00184942,F,26-35,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1,20883,,
1003396,Akshay,P00178242,F,26-35,31,1,Delhi,Central,Textile,Footwear & Shoes,4,20875,,
1002380,Swati,P00124642,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20874,,
1002445,Shiva,P00184042,F,26-35,28,0,Delhi,Central,Aviation,Stationery,4,20852,,
1000509,Rohan,P00278042,F,26-35,28,0,Delhi,Central,Banking,Footwear & Shoes,2,20805.45,,
1005522,Mitch,P00179742,F,26-35,35,1,Delhi,Central,Automobile,Footwear & Shoes,1,20770,,
1005220,Amlan,P00209842,F,26-35,27,1,Delhi,Central,Aviation,Footwear & Shoes,2,20752,,
1000173,Muhammed,P00057642,F,26-35,29,1,Uttar Pradesh,Central,Banking,Tupperware,1,20707,,
1000687,Neola,P00344542,M,26-35,26,0,Delhi,Central,Chemical,Tupperware,4,20668,,
1003468,Divyansh,P00059442,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20659,,
1003085,Natalie,P00267542,F,26-35,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20657,,
1000971,Savi,P00016542,F,26-35,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628,,
1003081,Kalyani,P00218642,F,26-35,32,0,Uttarakhand,Central,Food Processing,Furniture,1,20623,,
1003311,Neola,P00180442,F,26-35,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20608,,
1003416,Vaibhavi,P00100642,F,26-35,27,1,Uttarakhand,Central,Media,Furniture,4,20608,,
1005140,Arthur,P00157642,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,20588,,
1003697,Toch,P00250342,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,4,20586,,
1002041,Dahlen,P00115142,M,26-35,31,1,Madhya Pradesh,Central,Banking,Furniture,3,20586,,
1004901,Aparajita,P00120242,F,26-35,29,0,Delhi,Central,Banking,Footwear & Shoes,4,20572,,
1004279,Soumya,P00032142,F,26-35,28,1,Uttar Pradesh,Central,Banking,Furniture,1,20558,,
1002852,Harshita,P00123142,F,26-35,29,0,Delhi,Central,Media,Footwear & Shoes,2,20537,,
1001004,Kirkland,P00036342,M,26-35,34,0,Delhi,Central,Retail,Footwear & Shoes,1,20536,,
1001835,Jamie,P00304942,F,26-35,34,1,Delhi,Central,Chemical,Footwear & Shoes,4,20516,,
1001969,Klamczynski,P00160042,M,26-35,28,0,Delhi,Central,Chemical,Footwear & Shoes,1,20484,,
1003694,Bellavance,P00115942,F,26-35,35,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,20483,,
1001260,Dheeraj,P00274042,F,26-35,35,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,20477,,
1001456,Lonsdale,P00182242,M,26-35,34,0,Uttar Pradesh,Central,Textile,Footwear & Shoes,1,20445,,
1005836,Nishi,P00110942,F,26-35,27,0,Delhi,Central,Govt,Footwear & Shoes,1,20432,,
1004682,Vishakha,P00030442,F,26-35,27,1,Uttarakhand,Central,Chemical,Furniture,2,20432,,
1002953,Ryan,P00176642,F,26-35,32,1,Delhi,Central,Automobile,Footwear & Shoes,3,20392,,
1000623,McGrath,P00184942,F,26-35,34,1,Delhi,Central,Construction,Footwear & Shoes,3,20373,,
1005237,Bhaggyasree,P00037142,F,26-35,30,1,Delhi,Central,IT Sector,Footwear & Shoes,3,20359,,
1001506,Moumita,P0096442,F,26-35,35,0,Delhi,Central,Textile,Footwear & Shoes,1,20359,,
1001520,Ramesh,P00332242,F,26-35,32,1,Delhi,Central,Food Processing,Footwear & Shoes,4,20312,,
1003012,Seio,P00221042,M,26-35,34,0,Delhi,Central,Construction,Footwear & Shoes,2,20312,,
1002956,Neha,P00003242,F,26-35,31,1,Uttar Pradesh,Central,Media,Footwear & Shoes,4,20283,,
1002012,Gibson,P00273942,F,26-35,34,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20262,,
1003741,Shirley,P00127642,F,26-35,29,1,Delhi,Central,Banking,Footwear & Shoes,2,20258,,
1003726,Randy,P00119442,F,26-35,33,1,Delhi,Central,Hospitality,Footwear & Shoes,2,20250,,
1002888,Corey-Lock,P00321742,F,26-35,26,0,Madhya Pradesh,Central,Media,Footwear & Shoes,3,20233,,
1000553,Turumella,P00170642,F,26-35,33,0,Delhi,Central,Aviation,Footwear & Shoes,3,20194,,
1000854,Abhijit,P00052542,M,26-35,26,1,Uttar Pradesh,Central,Banking,Furniture,3,20191,,
1003903,Kalyani,P00232442,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,2,20187,,
1000071,Surbhi,P00062842,F,26-35,33,0,Delhi,Central,Retail,Footwear & Shoes,3,20169,,
1005765,Nat,P00280642,F,26-35,26,1,Uttar Pradesh,Central,Hospitality,Furniture,3,20162,,
1001297,Murdock,P00105142,F,26-35,32,1,Uttar Pradesh,Central,Healthcare,Furniture,4,20139,,
1005031,Shruti,P00112242,M,26-35,27,0,Uttar Pradesh,Central,IT Sector,Furniture,3,20138,,
1003315,Chuck,P00073642,F,26-35,30,1,Uttarakhand,Central,IT Sector,Furniture,1,20131,,
1000583,Alyssa,P00020342,M,26-35,35,0,Madhya Pradesh,Central,Aviation,Furniture,4,20007,,
1000036,Sonia,P00327342,F,26-35,27,0,Uttarakhand,Central,Construction,Furniture,4,19895,,
1004449,Masurkar,P00312842,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,3,19699,,
1003655,Asish,P00255842,M,26-35,32,0,Uttar Pradesh,Central,Banking,Food,1,19671,,
1000533,Akash,P00184942,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,1,19660,,
1004980,Rob,P00331942,F,26-35,31,0,Madhya Pradesh,Central,Food Processing,Food,1,19642,,
1003722,Muskan,P00181542,F,26-35,32,1,Uttar Pradesh,Central,Lawyer,Food,3,19630,,
1000783,Delaney,P00118342,F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Food,4,19629,,
1000712,Riya,P00338542,F,26-35,29,1,Uttar Pradesh,Central,IT Sector,Food,3,19603,,
1004058,Shaily,P00113142,F,26-35,30,1,Uttar Pradesh,Central,Automobile,Food,2,19602,,
1001150,Becky,P00228142,M,26-35,29,0,Uttar Pradesh,Central,Aviation,Food,2,19577,,
1001757,Eleni,P00244242,F,26-35,29,0,Delhi,Central,Healthcare,Food,1,19566.5,,
1001312,Dianna,P00190142,F,26-35,30,0,Uttar Pradesh,Central,Media,Food,2,19566,,
1000798,Amisha,P00187442,M,26-35,31,0,Madhya Pradesh,Central,Govt,Food,4,19560,,
1003550,Jesal,P00316642,F,26-35,31,1,Uttar Pradesh,Central,Aviation,Food,1,19554,,
1003281,Sanjna,P00216342,F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Food,4,19552,,
1003626,Kartik,P00120442,F,26-35,27,1,Uttar Pradesh,Central,Govt,Food,3,19532,,
1000331,Bhargav,P00044442,F,26-35,27,0,Uttar Pradesh,Central,Textile,Food,4,19520,,
1001128,Weiss,P00290342,F,26-35,27,1,Uttar Pradesh,Central,Banking,Food,3,19516,,
1002803,Jahan,P00110742,F,26-35,34,0,Uttar Pradesh,Central,Aviation,Food,3,19510,,
1000876,Aromal,P00219942,F,26-35,26,1,Uttar Pradesh,Central,Chemical,Food,2,19499,,
1003361,Sheldon,P00145042,F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,2,19495,,
1002376,Brosina,P00085242,F,26-35,34,0,Delhi,Central,Media,Food,2,19493,,
1001680,Vasudev,P00064342,M,26-35,26,0,Madhya Pradesh,Central,Food Processing,Food,1,19472,,
1003824,Dilbeck,P00110242,F,26-35,26,0,Uttar Pradesh,Central,Chemical,Food,4,19467,,
1000808,Kasheen,P00181342,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,2,19457,,
1004950,LaWare,P00176942,F,26-35,30,0,Uttar Pradesh,Central,Govt,Food,1,19449,,
1003519,Catlett,P00313342,M,26-35,32,1,Uttar Pradesh,Central,Lawyer,Food,3,19446,,
1000732,Katz,P00162042,F,26-35,29,0,Delhi,Central,Healthcare,Food,2,19445,,
1004417,Lomonaco,P00045142,F,26-35,34,1,Uttar Pradesh,Central,IT Sector,Food,3,19438,,
1000780,Ishit,P00321742,F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,1,19437,,
1002181,Sweta,P00150942,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,3,19431,,
1002627,Vaibhav,P00370642,F,26-35,29,0,Delhi,Central,Construction,Food,2,19400,,
1003422,Grayson,P00057342,F,26-35,34,1,Uttar Pradesh,Central,Healthcare,Food,4,19386,,
1001587,Suzanne,P00293742,M,26-35,30,1,Delhi,Central,Banking,Food,3,19383,,
1004132,Wale,P00249842,F,26-35,29,0,Delhi,Central,Retail,Food,4,19380,,
1004663,Manshul,P00220342,M,26-35,30,1,Uttar Pradesh,Central,IT Sector,Food,3,19380,,
1005636,Tran,P00331442,F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,3,19378,,
1005077,Venier,P00100742,F,26-35,26,1,Uttar Pradesh,Central,Govt,Food,4,19368,,
1005625,Roberts,P00289342,F,26-35,29,0,Uttar Pradesh,Central,Automobile,Food,4,19363,,
1002743,Patil,P00026942,F,26-35,30,0,Uttar Pradesh,Central,Food Processing,Food,3,19346,,
1005001,Thomas,P00131042,M,26-35,27,1,Uttar Pradesh,Central,Media,Food,3,19339,,
1000765,Perrino,P00241642,F,26-35,30,0,Uttar Pradesh,Central,Chemical,Food,1,19327,,
1000973,Philisse,P00196542,M,26-35,28,0,Uttar Pradesh,Central,Lawyer,Food,4,19326,,
1004790,Dario,P00313542,M,26-35,35,1,Delhi,Central,Aviation,Food,3,19319,,
1003079,Akshay,P00135142,M,26-35,27,0,Uttar Pradesh,Central,Media,Food,2,19303,,
1003790,Lela,P00085242,M,26-35,32,0,Uttarakhand,Central,Hospitality,Food,1,19282,,
1001639,Charika,P00235642,F,26-35,30,0,Delhi,Central,IT Sector,Food,3,19267,,
1002507,Lakshmi,P00184142,F,26-35,35,0,Uttar Pradesh,Central,IT Sector,Food,3,19261,,
1005722,Shourya,P00086142,F,26-35,33,1,Uttar Pradesh,Central,Media,Food,4,19204,,
1000963,Monu,P00262242,F,26-35,31,1,Uttar Pradesh,Central,Aviation,Food,1,19203,,
1001912,Hazel,P00165142,F,26-35,32,0,Uttar Pradesh,Central,Automobile,Food,4,19175,,
1000026,Arntzen,P00144242,F,26-35,32,0,Madhya Pradesh,Central,Aviation,Food,4,19145,,
1002909,Debra,P00057942,F,26-35,30,0,Uttar Pradesh,Central,Construction,Food,2,19141,,
1003833,Dashyam,P00214342,F,26-35,29,0,Uttar Pradesh,Central,Healthcare,Food,1,19122,,
1005256,Grant,P00267142,F,26-35,28,1,Madhya Pradesh,Central,Govt,Food,3,19112,,
1000368,Olsen,P00213042,M,26-35,28,1,Uttar Pradesh,Central,Media,Food,4,19110,,
1002533,Nidhi,P00346442,M,26-35,30,1,Uttar Pradesh,Central,Food Processing,Food,4,19108,,
1001069,Krutika,P00290242,F,26-35,28,0,Uttar Pradesh,Central,IT Sector,Food,2,19106,,
1000757,Karandeep,P00142142,F,26-35,30,0,Delhi,Central,Healthcare,Food,2,19096,,
1005747,Gardner,P00003642,F,26-35,31,1,Madhya Pradesh,Central,Automobile,Food,4,19093,,
1004381,Sandeep,P00279442,F,26-35,31,0,Uttar Pradesh,Central,Healthcare,Food,4,19088,,
1003147,Sheetal,P00035842,F,26-35,33,0,Delhi,Central,Aviation,Food,3,19084,,
1001029,Parakh,P00245242,F,26-35,34,0,Uttar Pradesh,Central,Healthcare,Food,1,19076,,
1005937,Ashwin,P00282642,F,26-35,35,0,Delhi,Central,Aviation,Food,3,19073,,
1004215,Lycoris,P00028042,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,4,19069,,
1000659,Alan,P00254142,M,26-35,26,0,Uttarakhand,Central,Hospitality,Food,1,19067,,
1004879,Saurabh,P00155442,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,1,19065,,
1004085,Frazer,P00205242,M,26-35,30,0,Delhi,Central,Healthcare,Food,2,19059,,
1003723,Bhishm,P00249142,F,26-35,29,0,Uttar Pradesh,Central,Aviation,Food,1,19054,,
1001306,Airdo,P00364842,F,26-35,35,0,Delhi,Central,IT Sector,Food,4,19046,,
1000169,Etezadi,P00083842,F,26-35,28,1,Uttar Pradesh,Central,Healthcare,Food,3,19023,,
1003746,Vaibhavi,P00288642,F,26-35,26,1,Uttar Pradesh,Central,Banking,Food,4,19007,,
1004430,Castell,P00194442,M,26-35,32,0,Uttar Pradesh,Central,Banking,Food,4,18985,,
1002383,Fuller,P00006942,M,26-35,34,0,Madhya Pradesh,Central,Automobile,Food,2,18961,,
1004508,Phonely,P00051642,F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,3,18959,,
1002552,McGuire,P00173842,M,26-35,30,1,Delhi,Central,Aviation,Food,3,18957,,
1004089,Reichenbach,P00327842,F,26-35,32,1,Delhi,Central,Banking,Hand & Power Tools,4,18832,,
1001051,Aastha,P00111042,M,26-35,30,1,Madhya Pradesh,Central,Banking,Auto,2,18685,,
1003301,Herbert,P00073642,M,26-35,34,0,Uttarakhand,Central,IT Sector,Auto,3,18580,,
1002131,Shivani,P00225942,F,26-35,35,1,Delhi,Central,IT Sector,Hand & Power Tools,4,18269,,
1001299,Mrinal,P00093642,M,26-35,31,0,Delhi,Central,Retail,Stationery,4,17321,,
1002887,Marina,P00103042,F,26-35,26,1,Delhi,Central,Automobile,Stationery,4,17300,,
1000454,Eudokia,P00258442,F,26-35,32,0,Delhi,Central,Lawyer,Stationery,4,17130,,
